seed,alpha,error,prop_dim,cw_coverage_0,mv_coverage_0,volume_0,cw_coverage_1,mv_coverage_1,volume_1
12.0,0.95,0.22455412383753012,5.0,0.94533,0.746,0.9733609688310161,0.9869,0.9553999999999999,0.831012982101618
12.0,0.95,0.22455412383753012,10.0,0.94533,0.746,0.9733609688310161,0.99307,0.9525999999999999,0.5338515576958068
12.0,0.95,0.22455412383753012,15.0,0.94533,0.746,0.9733609688310161,0.9954533333333333,0.9556999999999999,0.5859825994514162
12.0,0.95,0.22455412383753012,20.0,0.94533,0.746,0.9733609688310161,0.9956900000000001,0.9538,0.5124289233359413
12.0,0.95,0.22455412383753012,25.0,0.94533,0.746,0.9733609688310161,0.9961480000000001,0.9538,0.5111738698915644
12.0,0.95,0.22455412383753012,30.0,0.94533,0.746,0.9733609688310161,0.9969666666666666,0.956,0.5857761804426472
12.0,0.95,0.22455412383753012,35.0,0.94533,0.746,0.9733609688310161,0.9972457142857143,0.9561000000000001,0.5003838579326654
12.0,0.95,0.22455412383753012,40.0,0.94533,0.746,0.9733609688310161,0.9976850000000002,0.9561000000000001,0.5050229836843637
12.0,0.95,0.22455412383753012,45.0,0.94533,0.746,0.9733609688310161,0.9977377777777778,0.9552999999999999,0.5061042683734802
12.0,0.95,0.22455412383753012,50.0,0.94533,0.746,0.9733609688310161,0.997992,0.9557999999999999,0.5557908601415964
12.0,0.95,0.22455412383753012,55.0,0.94533,0.746,0.9733609688310161,0.9980472727272728,0.9551000000000001,0.5208080588634512
12.0,0.95,0.22455412383753012,60.0,0.94533,0.746,0.9733609688310161,0.9980783333333334,0.9556,0.5042548585091314
12.0,0.95,0.22455412383753012,65.0,0.94533,0.746,0.9733609688310161,0.9983615384615384,0.957,0.5673242572747436
12.0,0.95,0.22455412383753012,70.0,0.94533,0.746,0.9733609688310161,0.9982871428571428,0.9555999999999999,0.5469642329938899
12.0,0.95,0.22455412383753012,75.0,0.94533,0.746,0.9733609688310161,0.9985013333333332,0.956,0.5436939932528432
12.0,0.95,0.22455412383753012,80.0,0.94533,0.746,0.9733609688310161,0.9984375000000001,0.9565,0.5638914533233977
12.0,0.95,0.22455412383753012,85.0,0.94533,0.746,0.9733609688310161,0.9989270588235292,0.9597999999999999,0.5233293842338558
12.0,0.95,0.22455412383753012,90.0,0.94533,0.746,0.9733609688310161,0.9987488888888889,0.9576,0.5456905910532668
12.0,0.95,0.22455412383753012,95.0,0.94533,0.746,0.9733609688310161,0.9986715789473685,0.9578000000000001,0.5216790651720167
12.0,0.95,0.22455412383753012,100.0,0.94533,0.746,0.9733609688310161,0.9987199999999999,0.9575,0.5124552458855678
